MonthlyCharges,ContractType,CustomerServiceCalls,Churn
77.13,One year,3,0
71.68,One year,2,0
46.82,One year,5,1
47.98,One year,3,0
112.62,Month-to-month,3,0
91.82,One year,1,0
70.57,Month-to-month,0,0
94.95,One year,2,0
66.61,Month-to-month,4,0
99.69,One year,2,1
61.13,Month-to-month,2,0
70.06,One year,3,0
114.08,Month-to-month,2,0
33.61,Month-to-month,1,0
153.99,One year,4,1
78.66,Month-to-month,1,0
93.47,Month-to-month,4,1
81.87,Month-to-month,1,0
70.6,One year,4,0
91.14,Month-to-month,2,1
85.05,Month-to-month,1,0
62.71,Month-to-month,4,0
115.88,Month-to-month,1,0
72.72,Two year,1,0
45.22,One year,4,0
32.45,Two year,2,0
56.33,Month-to-month,2,1
78.52,One year,3,0
125.0,Month-to-month,2,0
60.72,Month-to-month,2,0
108.9,One year,2,0
18.03,One year,4,0
40.79,Month-to-month,3,1
42.31,Two year,6,0
129.71,Month-to-month,1,0
42.91,Month-to-month,3,0
86.97,Two year,0,0
145.09,Month-to-month,5,1
84.09,Two year,1,0
90.52,Month-to-month,1,1
49.58,Month-to-month,4,1
94.2,One year,3,0
90.95,Month-to-month,0,0
37.64,One year,2,0
39.52,Month-to-month,1,1
52.39,One year,2,0
31.49,Month-to-month,8,1
74.12,One year,0,0
71.75,Month-to-month,3,0
62.47,Two year,0,0
47.29,Two year,2,0
96.68,Month-to-month,3,1
112.48,Two year,4,0
111.31,One year,3,0
32.97,Month-to-month,0,0
29.43,One year,3,0
98.1,One year,3,0
61.93,Month-to-month,2,1
43.48,One year,2,1
86.37,Month-to-month,1,0
47.45,Month-to-month,4,0
63.6,Month-to-month,1,0
10.0,Month-to-month,4,0
80.66,Month-to-month,1,0
46.47,Month-to-month,1,0
55.29,Two year,2,0
81.1,One year,1,0
10.0,Month-to-month,4,0
24.37,Month-to-month,2,0
53.82,Month-to-month,2,0
23.57,Month-to-month,8,0
110.18,Month-to-month,0,0
69.63,One year,5,1
57.57,One year,1,0
24.63,Month-to-month,3,0
105.5,Month-to-month,1,0
41.39,Month-to-month,4,0
107.49,Month-to-month,2,0
86.93,Month-to-month,1,0
104.96,Month-to-month,4,1
25.84,Month-to-month,1,0
115.05,Month-to-month,1,0
15.52,Two year,2,0
57.71,One year,2,0
75.09,One year,1,0
73.1,Month-to-month,2,1
53.69,Month-to-month,0,0
100.61,Month-to-month,6,0
118.42,One year,4,1
90.66,Month-to-month,1,1
40.55,Month-to-month,1,0
76.24,Month-to-month,1,0
89.72,Month-to-month,0,0
77.32,Month-to-month,4,0
19.11,Month-to-month,1,1
46.35,Two year,1,0
89.8,Month-to-month,1,1
75.44,One year,0,1
74.69,Month-to-month,2,1
53.66,Month-to-month,1,1
36.57,Month-to-month,5,0
48.84,Month-to-month,4,0
70.65,Two year,3,0
46.58,One year,4,1
11.2,One year,0,0
57.94,Two year,2,0
42.12,Month-to-month,3,0
57.76,Month-to-month,2,0
106.73,Month-to-month,2,1
85.76,Two year,5,0
82.67,Month-to-month,3,0
75.2,Month-to-month,0,0
48.88,Month-to-month,5,1
46.15,Two year,2,0
93.06,One year,1,0
103.06,One year,1,0
54.89,One year,3,0
72.26,Month-to-month,2,1
97.21,Month-to-month,2,0
100.56,One year,1,1
10.0,Month-to-month,5,0
135.66,Month-to-month,5,1
85.86,Two year,0,0
32.91,Month-to-month,2,0
70.24,Month-to-month,6,0
41.69,One year,2,0
88.09,Month-to-month,3,0
63.87,Month-to-month,5,1
130.78,Month-to-month,1,1
47.13,Two year,2,1
60.56,Month-to-month,2,0
87.6,Month-to-month,3,0
64.43,One year,2,0
95.77,Two year,0,0
35.52,Month-to-month,2,0
58.97,One year,0,1
117.7,Month-to-month,2,0
81.99,Month-to-month,2,1
49.04,One year,2,0
101.58,One year,3,0
75.87,Month-to-month,1,0
10.0,Month-to-month,2,0
54.86,Month-to-month,2,0
142.1,Month-to-month,2,0
23.72,Month-to-month,0,0
93.09,Month-to-month,4,1
70.11,One year,1,1
90.07,Two year,3,0
108.13,Two year,4,0
76.55,Month-to-month,1,0
95.07,Month-to-month,2,0
98.02,Month-to-month,2,0
16.35,Month-to-month,1,0
105.35,Month-to-month,2,1
52.59,One year,0,0
64.67,Month-to-month,4,0
83.86,One year,2,0
29.19,Month-to-month,7,1
72.34,One year,2,1
51.68,One year,2,0
31.21,Month-to-month,2,0
109.56,One year,1,1
36.29,One year,5,0
76.14,One year,4,0
68.99,Two year,6,0
89.13,Month-to-month,4,0
24.56,Month-to-month,4,0
28.06,Two year,5,0
105.33,Month-to-month,0,1
44.84,One year,2,0
53.5,Month-to-month,2,1
82.1,Month-to-month,2,1
36.12,Month-to-month,3,0
31.02,Two year,2,1
114.41,Two year,2,0
85.76,One year,1,0
112.71,One year,4,0
81.37,Month-to-month,1,0
41.31,One year,2,0
47.75,Month-to-month,2,0
40.12,Month-to-month,2,0
38.66,Month-to-month,1,0
93.67,Month-to-month,1,0
63.62,Month-to-month,0,0
68.2,One year,3,0
78.55,Month-to-month,2,0
54.36,One year,1,0
84.24,Two year,1,0
20.43,One year,3,0
35.28,Month-to-month,1,0
46.85,Two year,1,0
79.58,One year,1,0
140.15,Month-to-month,0,0
12.01,Month-to-month,1,0
54.04,Month-to-month,3,0
53.15,One year,2,1
89.12,One year,3,0
83.37,Month-to-month,2,0
114.61,Two year,2,1
52.73,One year,4,1
77.22,Month-to-month,2,0
69.09,Month-to-month,3,1
45.74,Month-to-month,1,1
86.92,Month-to-month,3,0
20.43,Month-to-month,6,0
61.13,One year,2,0
129.53,Month-to-month,3,0
33.12,Month-to-month,5,0
89.13,Month-to-month,3,0
158.37,Month-to-month,2,0
11.94,One year,0,0
45.54,Month-to-month,5,1
86.89,Month-to-month,3,0
41.88,Month-to-month,1,0
79.48,Two year,2,0
85.63,Month-to-month,3,0
23.91,One year,4,1
51.79,Month-to-month,2,1
86.6,Month-to-month,0,0
17.92,One year,1,0
124.98,Month-to-month,2,1
89.61,Month-to-month,5,1
17.54,One year,3,0
74.84,Month-to-month,2,0
103.91,One year,2,0
52.7,One year,2,1
73.45,Month-to-month,1,0
55.29,Month-to-month,2,0
70.62,Month-to-month,2,0
79.34,Month-to-month,4,1
101.65,One year,2,0
137.98,Month-to-month,2,1
73.99,Two year,3,1
10.0,Month-to-month,0,0
89.61,One year,2,0
81.29,One year,2,1
80.89,Month-to-month,0,0
113.96,Two year,2,0
76.09,Month-to-month,3,1
125.37,Month-to-month,7,0
51.22,One year,2,1
65.74,Month-to-month,1,1
44.7,Two year,2,0
61.81,Month-to-month,2,0
63.23,Month-to-month,4,0
45.69,One year,1,0
21.52,Month-to-month,3,1
37.14,Month-to-month,2,0
97.43,Month-to-month,2,0
80.24,Two year,1,0
53.66,Month-to-month,2,1
75.8,Month-to-month,2,0
71.04,Month-to-month,3,0
133.83,Two year,2,0
134.87,One year,2,0
81.29,Month-to-month,2,0
60.99,Month-to-month,3,1
106.06,One year,1,1
77.05,One year,5,1
70.83,Month-to-month,6,1
59.55,Month-to-month,3,0
80.25,Month-to-month,3,0
65.0,One year,2,0
88.25,Month-to-month,1,0
87.79,Month-to-month,3,1
54.87,One year,1,0
43.44,Two year,1,0
38.91,Month-to-month,1,1
102.03,Month-to-month,3,0
75.9,Month-to-month,5,1
49.4,One year,1,0
16.41,One year,1,0
67.41,Month-to-month,2,0
78.72,Month-to-month,3,1
136.71,Month-to-month,6,1
83.78,Month-to-month,1,0
59.23,Two year,1,0
44.68,One year,3,1
32.15,Month-to-month,5,0
41.97,Two year,2,0
29.79,Month-to-month,4,0
118.02,One year,1,0
92.53,Month-to-month,1,0
66.02,Month-to-month,0,1
38.88,Two year,1,0
73.73,One year,1,0
50.02,Month-to-month,1,0
114.76,One year,2,1
59.64,One year,3,0
44.56,Month-to-month,4,0
49.45,One year,3,0
108.65,Month-to-month,1,1
89.48,Two year,4,0
59.79,Month-to-month,2,0
41.35,One year,1,0
58.54,Two year,4,0
98.12,Month-to-month,2,0
142.09,Month-to-month,2,1
59.63,Month-to-month,4,1
64.24,Two year,3,1
112.47,Two year,3,1
95.07,One year,4,1
96.25,Month-to-month,4,1
81.26,One year,4,1
20.17,Month-to-month,2,0
88.41,Month-to-month,3,1
25.99,Month-to-month,5,1
70.04,Month-to-month,1,0
47.43,Month-to-month,2,0
76.88,Month-to-month,4,0
85.0,Two year,2,0
80.88,Month-to-month,2,0
91.46,Month-to-month,1,0
94.02,Month-to-month,1,0
24.11,Month-to-month,1,0
38.39,Month-to-month,3,0
85.59,Month-to-month,1,0
63.97,One year,3,1
68.62,Month-to-month,4,1
92.12,Two year,4,0
88.61,Two year,2,1
62.49,One year,3,0
43.03,One year,1,0
54.59,Month-to-month,3,0
60.27,Month-to-month,4,0
64.94,Month-to-month,0,0
57.91,Month-to-month,1,0
132.43,Month-to-month,2,1
13.58,Month-to-month,1,0
126.12,Two year,0,0
73.67,Month-to-month,5,0
66.85,Month-to-month,1,0
77.97,Month-to-month,1,0
130.99,Two year,3,1
61.77,One year,3,0
114.62,Two year,1,1
77.68,Two year,1,0
48.07,Month-to-month,2,0
32.87,Two year,1,0
83.49,Month-to-month,3,0
86.98,One year,2,1
101.39,Month-to-month,5,1
75.82,One year,2,0
42.57,Month-to-month,3,0
91.18,One year,4,1
58.72,One year,2,1
83.33,Month-to-month,8,1
70.35,Month-to-month,0,0
97.09,Month-to-month,2,0
31.03,One year,2,0
20.73,Month-to-month,4,0
83.45,One year,1,1
77.17,One year,3,1
36.08,Two year,2,0
123.27,Month-to-month,1,1
94.1,Month-to-month,2,0
84.27,Month-to-month,1,0
120.53,Month-to-month,4,1
96.79,Month-to-month,1,0
25.12,Month-to-month,2,1
49.44,Month-to-month,4,0
35.0,Month-to-month,5,1
81.53,Month-to-month,5,1
103.49,Month-to-month,2,1
38.92,Two year,0,0
82.33,Two year,1,0
103.65,Month-to-month,2,1
86.53,One year,1,0
113.18,Month-to-month,6,1
99.44,Month-to-month,3,0
38.07,Month-to-month,1,0
82.27,Two year,3,0
154.25,Month-to-month,5,1
123.27,Two year,1,0
113.72,One year,1,0
69.99,Month-to-month,3,0
90.46,One year,4,1
69.12,Month-to-month,1,1
39.47,Month-to-month,0,0
57.64,Month-to-month,3,1
69.7,One year,3,1
84.97,Month-to-month,2,0
78.51,Month-to-month,3,1
57.42,One year,1,0
115.98,Month-to-month,1,1
73.91,Month-to-month,3,0
110.11,One year,0,0
119.61,Month-to-month,2,0
30.06,Month-to-month,3,1
37.44,One year,3,0
58.43,Two year,0,0
61.11,Month-to-month,4,0
152.28,Month-to-month,1,1
11.79,Month-to-month,2,0
93.71,Month-to-month,2,1
106.45,Month-to-month,1,0
30.43,Month-to-month,2,0
104.18,Month-to-month,2,0
77.05,Two year,1,1
44.19,One year,6,1
19.37,Month-to-month,2,0
128.49,Month-to-month,1,1
94.91,One year,3,0
10.0,One year,5,0
89.0,One year,3,1
71.34,One year,1,0
87.09,Two year,4,0
98.04,Month-to-month,1,0
47.13,Month-to-month,4,0
45.71,One year,2,0
50.87,One year,2,0
105.87,Month-to-month,1,0
25.26,Month-to-month,3,0
111.16,One year,4,0
70.96,Two year,2,0
44.59,Two year,2,0
98.1,Month-to-month,1,0
76.62,Month-to-month,0,1
85.09,Month-to-month,0,1
75.75,Month-to-month,2,0
32.18,Two year,3,0
35.64,Two year,2,0
91.21,Month-to-month,4,0
50.82,Two year,3,0
65.46,Month-to-month,1,0
97.78,Month-to-month,1,1
118.69,Two year,3,0
70.6,Month-to-month,2,0
41.62,Month-to-month,3,0
14.84,Month-to-month,1,0
46.23,Month-to-month,2,0
153.52,Two year,2,0
96.44,One year,2,1
88.6,One year,3,1
28.85,Month-to-month,3,0
132.05,Month-to-month,2,1
38.98,Two year,2,0
72.25,One year,1,0
102.79,Month-to-month,3,1
85.27,One year,4,0
63.67,Month-to-month,1,0
49.9,Month-to-month,4,1
76.76,Month-to-month,3,0
42.72,Month-to-month,5,0
72.49,Two year,3,0
87.3,Month-to-month,3,0
87.9,Month-to-month,1,1
48.79,Month-to-month,5,0
81.74,One year,1,0
60.03,One year,1,0
81.56,Month-to-month,3,1
80.16,Month-to-month,2,0
67.12,Month-to-month,3,1
83.28,Two year,2,0
62.03,One year,3,1
55.78,One year,3,0
151.99,One year,1,0
66.87,Month-to-month,1,0
95.46,One year,1,0
54.25,One year,2,1
10.0,Two year,3,0
42.09,Month-to-month,3,0
28.03,Month-to-month,1,0
60.08,Month-to-month,6,1
135.73,One year,2,1
109.48,Month-to-month,3,1
50.23,Month-to-month,0,0
115.75,Month-to-month,0,0
98.99,Two year,3,1
40.81,One year,3,0
65.29,Month-to-month,1,0
90.26,Month-to-month,2,0
59.21,Month-to-month,3,0
67.23,Month-to-month,2,1
83.44,One year,2,0
90.82,Month-to-month,2,1
66.45,One year,4,1
56.36,One year,3,0
50.8,One year,1,1
147.71,Month-to-month,1,0
10.0,Month-to-month,2,0
107.34,Month-to-month,3,0
65.49,Month-to-month,2,0
74.1,One year,3,0
82.89,Month-to-month,4,1
95.71,One year,4,1
53.75,Month-to-month,3,0
91.17,Month-to-month,1,1
128.27,Month-to-month,2,1
33.9,Month-to-month,4,0
126.54,Month-to-month,3,0
37.71,Month-to-month,0,1
10.0,Month-to-month,1,0
26.03,Month-to-month,1,1
100.38,Month-to-month,5,0
76.62,Month-to-month,2,1
110.99,Month-to-month,3,0
97.33,Month-to-month,3,1
71.64,Month-to-month,3,0
107.57,Two year,0,1
67.58,Month-to-month,7,0
73.08,Month-to-month,6,1
41.72,Month-to-month,2,0
55.31,Month-to-month,3,0
52.74,One year,3,1
30.06,One year,0,0
18.09,One year,2,0
56.71,Month-to-month,3,0
103.26,Two year,3,1
72.29,Month-to-month,1,0
26.48,Month-to-month,6,1
70.89,One year,2,0
19.82,Month-to-month,3,0
83.04,Month-to-month,2,1
63.25,One year,1,0
78.75,One year,0,0
103.95,Month-to-month,1,0
88.7,Month-to-month,3,0
72.95,Two year,2,0
83.54,Two year,4,0
41.95,Month-to-month,3,0
116.31,Two year,2,0
61.62,Month-to-month,1,0
62.57,Month-to-month,0,0
121.22,One year,3,0
60.61,Month-to-month,6,1
71.93,Month-to-month,7,0
94.22,One year,3,0
92.95,Month-to-month,2,0
97.02,Month-to-month,1,0
48.53,Month-to-month,2,0
45.41,Month-to-month,3,1
74.66,One year,2,1
73.72,One year,2,0
84.59,Month-to-month,2,0
61.55,Month-to-month,0,0
87.3,One year,5,0
71.77,Month-to-month,3,0
94.24,Two year,2,0
58.16,Month-to-month,3,0
93.17,Month-to-month,2,1
59.73,One year,1,0
100.37,Month-to-month,0,0
127.88,Month-to-month,1,1
90.34,One year,6,0
42.29,Month-to-month,4,0
65.15,One year,1,1
70.84,Two year,3,0
103.91,Month-to-month,3,1
18.09,One year,1,0
62.65,Month-to-month,4,0
34.0,One year,4,1
38.47,Month-to-month,3,0
71.05,Two year,1,0
88.42,Month-to-month,1,0
57.4,Month-to-month,1,0
10.67,Month-to-month,3,0
118.35,Month-to-month,1,1
75.8,Two year,1,0
79.35,Month-to-month,2,1
85.62,One year,2,0
44.35,Month-to-month,1,0
102.81,Two year,1,0
72.81,Two year,1,0
61.67,Month-to-month,1,1
91.57,Month-to-month,2,1
68.3,Month-to-month,2,0
30.81,Two year,7,0
57.64,One year,5,0
137.36,One year,0,0
78.12,Month-to-month,3,1
71.87,Two year,0,0
89.79,Month-to-month,5,0
84.0,Month-to-month,2,0
43.79,One year,0,1
73.16,Month-to-month,3,1
45.14,Month-to-month,2,0
119.64,One year,3,0
82.42,Month-to-month,2,1
82.0,Month-to-month,3,0
77.44,One year,4,1
51.17,Month-to-month,1,1
135.09,Month-to-month,0,0
80.26,One year,2,0
49.9,Month-to-month,2,1
62.16,Month-to-month,0,0
90.04,One year,3,0
89.23,One year,3,0
65.98,Month-to-month,3,0
54.01,Month-to-month,4,0
76.36,Month-to-month,2,0
47.3,Month-to-month,0,0
48.56,Month-to-month,4,1
45.7,Month-to-month,1,1
48.84,Month-to-month,3,0
37.27,One year,1,0
48.62,Month-to-month,3,0
50.37,One year,3,0
69.64,One year,3,0
45.38,Two year,3,0
125.61,One year,1,1
58.81,Month-to-month,5,1
10.47,Two year,2,0
72.68,Month-to-month,3,0
93.47,Month-to-month,2,0
54.28,Two year,4,1
77.86,Two year,3,0
88.87,Month-to-month,1,1
95.7,Month-to-month,1,0
67.59,Two year,1,0
74.38,Month-to-month,2,0
79.06,Month-to-month,0,1
67.32,Month-to-month,2,0
75.35,Two year,0,0
106.83,One year,1,0
87.15,Month-to-month,5,1
10.0,Month-to-month,2,1
51.73,One year,1,0
38.38,Month-to-month,1,0
70.37,Month-to-month,6,1
70.03,Two year,1,0
37.33,Month-to-month,3,0
92.13,Two year,3,0
133.38,Month-to-month,0,1
67.13,Month-to-month,0,0
58.42,Month-to-month,2,0
67.94,Month-to-month,4,0
60.7,Month-to-month,5,1
73.09,Two year,4,1
43.01,One year,1,0
45.5,Month-to-month,3,0
110.9,Month-to-month,2,0
63.94,Month-to-month,0,0
67.22,Month-to-month,0,0
106.24,Month-to-month,3,0
38.19,Two year,1,1
26.8,Two year,2,0
114.8,One year,3,0
94.34,Month-to-month,1,0
74.18,Month-to-month,2,0
78.66,Month-to-month,1,0
44.63,Two year,5,0
57.33,Two year,1,0
139.95,Two year,2,0
93.86,Month-to-month,3,0
65.28,Two year,3,0
70.93,Month-to-month,4,1
23.6,Month-to-month,3,0
74.63,Month-to-month,4,0
42.87,One year,1,0
97.77,One year,2,0
101.01,Month-to-month,4,0
58.17,One year,1,0
67.05,Month-to-month,0,1
119.14,Month-to-month,2,0
45.36,One year,2,1
123.23,One year,1,1
114.03,One year,1,0
53.96,Month-to-month,3,0
76.4,Month-to-month,1,0
19.61,Month-to-month,2,0
48.01,One year,2,0
66.84,One year,5,0
58.29,One year,3,1
39.26,One year,2,0
71.41,Month-to-month,0,1
87.16,Two year,2,0
46.07,Month-to-month,1,0
20.94,Month-to-month,2,1
103.81,Month-to-month,3,1
65.06,Month-to-month,6,1
24.33,One year,2,0
69.32,Month-to-month,4,0
81.89,Month-to-month,3,0
48.76,Two year,0,0
61.82,One year,1,0
139.91,Two year,6,0
49.83,Month-to-month,0,0
55.74,Month-to-month,4,1
31.28,Two year,2,0
10.97,Month-to-month,1,0
52.29,Month-to-month,2,1
39.35,Month-to-month,4,0
70.84,One year,2,0
102.96,Month-to-month,2,0
63.07,Two year,2,0
111.19,Month-to-month,2,1
10.0,Month-to-month,3,0
36.26,Two year,2,0
86.55,Month-to-month,2,0
51.97,One year,0,0
114.62,Month-to-month,2,0
109.05,Month-to-month,2,1
132.19,Month-to-month,2,0
86.1,Month-to-month,0,0
54.93,Two year,0,1
107.74,Month-to-month,3,0
92.45,Two year,1,0
73.54,Month-to-month,4,0
58.19,One year,2,0
47.18,One year,0,0
92.11,One year,1,0
84.72,Month-to-month,4,0
10.0,Month-to-month,5,0
49.35,Month-to-month,4,1
64.84,One year,3,1
112.46,Month-to-month,3,0
20.72,Two year,4,0
54.76,One year,2,0
88.42,One year,4,1
97.16,One year,3,0
83.37,Month-to-month,1,0
82.25,One year,0,1
62.09,One year,4,0
109.24,One year,3,1
84.33,Month-to-month,6,0
48.12,Two year,3,0
81.85,Month-to-month,1,0
94.6,Month-to-month,2,0
12.57,One year,0,0
81.69,Month-to-month,0,1
83.76,Month-to-month,0,0
71.95,Month-to-month,5,0
63.8,One year,1,0
104.22,One year,1,0
79.74,Month-to-month,0,0
46.33,One year,3,1
34.95,Month-to-month,3,0
131.28,Month-to-month,1,0
96.81,Month-to-month,3,0
99.61,Month-to-month,2,0
73.82,Month-to-month,1,0
54.94,Two year,1,0
90.57,Two year,1,0
138.15,Month-to-month,4,1
66.78,Two year,3,0
31.4,Month-to-month,1,0
68.76,Month-to-month,5,0
67.87,Month-to-month,1,0
103.27,One year,2,0
95.88,One year,0,1
61.17,One year,1,0
54.43,Month-to-month,2,0
30.98,Month-to-month,2,0
90.14,Month-to-month,1,0
52.01,One year,2,0
69.18,Month-to-month,5,0
55.29,Two year,1,0
76.77,Month-to-month,2,0
86.92,Two year,3,0
64.19,Month-to-month,2,0
45.08,Month-to-month,3,1
90.92,Two year,1,0
81.97,Two year,2,0
10.0,Two year,2,0
47.75,Month-to-month,3,0
42.12,Month-to-month,1,0
84.53,One year,2,1
56.85,Two year,1,0
89.8,Month-to-month,2,0
135.96,Month-to-month,2,1
85.73,One year,3,0
46.97,Month-to-month,2,1
71.37,Two year,0,0
41.34,Month-to-month,0,0
104.38,Month-to-month,4,0
63.77,Month-to-month,2,0
38.27,One year,2,1
83.09,Month-to-month,2,0
63.17,Month-to-month,1,0
108.19,Two year,0,0
86.72,Month-to-month,5,1
66.5,One year,0,0
98.85,Two year,4,0
103.09,One year,1,0
62.89,Month-to-month,1,1
95.39,Month-to-month,3,0
102.08,One year,2,1
38.35,One year,2,0
62.83,One year,1,0
42.39,One year,6,1
126.53,Month-to-month,2,0
97.42,Month-to-month,3,0
87.13,One year,3,1
59.86,Month-to-month,2,1
57.76,Month-to-month,2,0
13.1,Month-to-month,2,0
72.57,One year,3,1
49.69,Month-to-month,1,0
91.87,Month-to-month,1,1
95.0,Month-to-month,4,0
88.69,Month-to-month,2,0
64.51,One year,3,0
79.41,Month-to-month,1,0
108.46,Month-to-month,1,1
79.08,Two year,2,0
120.05,Month-to-month,1,0
59.33,Two year,2,0
64.24,Month-to-month,1,0
54.65,Month-to-month,4,0
64.3,Month-to-month,3,0
21.96,Month-to-month,3,0
101.13,Month-to-month,3,0
68.46,Month-to-month,3,0
14.25,Two year,4,1
33.61,One year,5,0
58.86,Month-to-month,3,0
92.5,Month-to-month,2,1
86.69,Two year,4,0
66.07,Month-to-month,3,0
87.81,Month-to-month,2,0
67.56,Month-to-month,3,0
58.86,Month-to-month,1,1
127.83,Month-to-month,2,0
61.16,One year,0,0
64.1,Month-to-month,3,0
99.5,One year,3,0
102.03,Two year,3,0
90.82,Two year,1,0
63.7,Two year,1,0
78.89,Two year,4,1
57.99,Month-to-month,4,1
74.7,Month-to-month,5,0
46.62,Month-to-month,4,1
25.61,Month-to-month,3,0
10.0,Two year,1,0
15.18,Month-to-month,1,0
60.06,Month-to-month,6,1
78.68,Month-to-month,4,0
94.16,Month-to-month,3,0
72.22,Month-to-month,4,0
74.5,Month-to-month,2,0
102.18,Month-to-month,2,0
61.26,Month-to-month,2,0
115.13,Two year,1,0
77.02,Month-to-month,8,1
42.23,Month-to-month,3,0
10.62,Month-to-month,4,0
51.04,Two year,2,0
114.51,One year,3,1
10.0,Two year,3,0
56.69,Month-to-month,4,1
60.43,Two year,1,0
10.0,Month-to-month,1,0
52.11,Month-to-month,3,0
56.8,Two year,2,0
41.38,Month-to-month,1,0
81.87,One year,1,0
181.77,Month-to-month,1,1
91.32,Two year,2,0
79.61,Month-to-month,0,0
54.32,Month-to-month,1,1
63.18,Two year,1,0
126.06,Two year,1,0
106.78,Month-to-month,5,0
56.93,Month-to-month,3,0
83.52,Two year,2,0
58.61,Month-to-month,2,0
93.74,Month-to-month,1,1
60.44,Month-to-month,2,1
80.73,Month-to-month,1,0
124.98,Month-to-month,1,1
93.27,Month-to-month,3,1
103.7,One year,4,0
63.47,Month-to-month,3,0
62.12,Month-to-month,5,0
10.0,Month-to-month,2,0
96.64,Month-to-month,1,0
44.53,Month-to-month,2,0
56.43,Month-to-month,2,0
71.75,Month-to-month,3,0
109.97,Month-to-month,2,1
79.57,One year,0,1
34.85,Month-to-month,1,0
76.62,Month-to-month,1,0
46.62,Month-to-month,3,0
78.89,Month-to-month,3,0
49.23,One year,1,0
103.64,One year,2,0
164.35,One year,3,0
126.73,Month-to-month,2,1
99.08,Month-to-month,1,0
114.32,Month-to-month,1,0
151.99,One year,1,0
79.31,Month-to-month,1,1
95.57,Month-to-month,1,0
83.04,Month-to-month,1,1
38.01,Month-to-month,2,0
53.58,Month-to-month,2,0
68.82,One year,4,0
42.64,Month-to-month,1,0
24.53,Month-to-month,0,0
44.42,Two year,3,0
76.31,One year,3,0
57.82,Month-to-month,2,0
94.59,Month-to-month,3,0
132.8,Month-to-month,4,0
97.15,Month-to-month,1,0
29.59,One year,1,0
32.01,Month-to-month,0,0
17.4,One year,3,0
65.83,One year,0,0
78.66,Month-to-month,2,0
40.76,Month-to-month,3,0
104.24,Two year,2,0
54.12,Two year,1,0
121.39,Month-to-month,3,0
108.94,Two year,1,0
49.22,One year,2,0
38.1,Month-to-month,3,0
64.16,Month-to-month,6,1
67.17,Month-to-month,3,0
114.26,One year,3,0
38.67,Month-to-month,1,0
80.51,Month-to-month,2,0
101.63,One year,1,1
58.55,One year,2,0
124.24,Month-to-month,3,1
27.78,One year,5,0
69.75,Month-to-month,3,0
28.51,One year,2,0
68.95,Month-to-month,3,1
107.03,Two year,4,0
28.02,Month-to-month,3,0
68.68,One year,5,1
122.96,Month-to-month,3,1
95.26,Month-to-month,2,1
65.68,Two year,0,0
38.4,One year,5,0
41.3,Month-to-month,3,0
80.5,One year,1,0
89.04,One year,7,1
49.47,Two year,1,0
78.37,Month-to-month,1,0
55.8,Two year,1,1
56.24,Month-to-month,2,0
68.99,Month-to-month,0,0
86.04,Two year,2,0
86.08,One year,2,1
126.75,Two year,4,0
13.43,Month-to-month,4,1
14.9,One year,2,1
10.0,Month-to-month,1,0
39.53,Month-to-month,2,0
85.5,Month-to-month,1,0
49.16,Month-to-month,3,0
36.36,Two year,2,0
64.2,Month-to-month,5,0
99.62,Month-to-month,1,0
96.07,One year,2,0
91.11,Two year,4,0
81.35,One year,3,0
19.42,One year,2,0
113.69,Month-to-month,6,1
88.42,One year,2,1
61.61,One year,3,0
82.52,Month-to-month,1,0
49.72,One year,3,0
